id_employee,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_actuelle,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,augmentation_salaire_precedente,score_evolution_carriere,indice_evolution_salaire,frequence_deplacement,salaire_cat,salaire_cat_eq,position_salaire_poste,position_salaire_poste_anc,score_carriere_cat,indice_evol_cat,statut_marital,domaine_etude,poste_departement,genre,heure_supplementaires,nouveau_responsable,attrition_num
1554,35,2430,0,6,5,3,2,4,2,1,3,1,3,2,5,28,4,4,2,23,5.976978040177627,4.6000002,Occasionnel,Très bas,Très bas,Bas,Très bas,Bas,Bas,Marié(e),Infra & Cloud,Représentant Commercial_Commercial,F,Non,Non,0
1555,32,5878,3,12,7,1,4,3,2,2,2,1,3,1,2,5,2,2,5,12,4.339571340832042,4.000000333333333,Occasionnel,Haut,Bas,Moyen,Moyen,Bas,Très bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
1556,36,2644,3,7,3,2,3,4,3,1,4,4,2,0,3,2,4,1,2,21,20.686120138820844,10.5000005,Occasionnel,Très bas,Très bas,Haut,Bas,Moyen,Moyen,Célibataire,Infra & Cloud,Représentant Commercial_Commercial,M,Oui,Non,0
1557,48,6439,8,18,8,7,3,3,3,2,3,3,3,1,2,16,4,7,7,14,1.705333086634186,1.750000125,Occasionnel,Haut,Bas,Haut,Haut,Très bas,Très bas,Divorcé(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1558,29,2451,6,5,1,0,3,3,4,1,3,1,2,2,2,9,3,0,0,18,70.24193757583457,18.000001,Occasionnel,Très bas,Très bas,Bas,Bas,Haut,Haut,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Oui,0
1560,33,6392,2,8,2,2,1,3,3,2,1,4,1,1,6,8,4,2,2,13,12.657608303658483,4.333333666666666,Occasionnel,Haut,Bas,Haut,Haut,Moyen,Bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
1562,30,9714,1,10,10,8,2,3,2,2,1,4,3,1,4,1,3,6,7,11,1.311632456640952,1.5714287142857142,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,1
1563,38,6077,3,10,6,3,3,3,3,2,3,3,3,0,2,10,4,1,2,11,6.845482101476792,5.5000005,Frequent,Haut,Bas,Moyen,Haut,Bas,Bas,Marié(e),Ressources Humaines,Ressources Humaines_Ressources Humaines,M,Non,Non,0
1564,35,2450,1,3,3,0,4,3,2,1,1,2,3,0,3,1,3,1,2,19,18.53509801141069,9.5000005,Occasionnel,Très bas,Très bas,Bas,Haut,Moyen,Moyen,Célibataire,Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1568,30,9250,3,9,4,2,3,3,3,3,2,2,3,1,3,29,4,1,3,12,10.958985232574275,6.0000005,Occasionnel,Moyen,Bas,Moyen,Moyen,Bas,Bas,Marié(e),Entrepreunariat,Cadre Commercial_Commercial,M,Non,Non,0
1569,35,2074,1,1,1,0,1,3,3,1,1,4,3,1,2,2,3,0,0,12,45.82630241484701,12.000001,Occasionnel,Très bas,Très bas,Très bas,Très bas,Haut,Moyen,Divorcé(e),Infra & Cloud,Consultant_Consulting,F,Oui,Oui,1
1572,53,10169,0,34,33,7,3,3,2,3,4,2,3,1,4,2,5,1,9,16,2.1711054272335177,8.0000005,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Moyen,Marié(e),Entrepreunariat,Tech Lead_Consulting,F,Non,Non,1
1573,38,4855,4,7,5,2,3,3,3,2,2,1,3,2,2,2,3,1,4,11,7.780640179008582,5.5000005,Occasionnel,Bas,Très bas,Très bas,Bas,Bas,Bas,Marié(e),Transformation Digitale,Tech Lead_Consulting,M,Non,Non,1
1574,32,4087,4,9,6,5,4,3,3,2,1,2,2,1,3,1,4,1,2,14,8.315811725870049,7.0000005,Aucun,Bas,Très bas,Moyen,Moyen,Bas,Bas,Marié(e),Entrepreunariat,Assistant de Direction_Consulting,M,Non,Non,0
1576,48,2367,8,10,8,2,3,3,3,1,1,4,2,1,3,15,4,7,6,12,1.2949669405812185,1.500000125,Occasionnel,Très bas,Très bas,Très bas,Très bas,Très bas,Très bas,Marié(e),Autre,Assistant de Direction_Consulting,F,Non,Non,0
1577,34,2972,1,1,1,0,1,3,3,1,4,3,1,0,4,7,4,0,0,13,51.98262834815104,13.000001,Occasionnel,Bas,Très bas,Haut,Moyen,Haut,Moyen,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,M,Non,Oui,0
1578,55,19586,1,36,36,6,3,4,2,5,4,3,3,1,3,26,5,2,13,21,1.8696852111673061,7.000000333333333,Occasionnel,Moyen,Haut,Moyen,Moyen,Très bas,Bas,Marié(e),Marketing,Senior Manager_Commercial,M,Non,Non,0
1580,34,5484,9,9,2,2,2,3,3,2,4,2,2,1,3,1,4,2,1,17,16.262904327314555,5.666667,Occasionnel,Haut,Très bas,Moyen,Moyen,Moyen,Bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
1581,26,2061,1,1,1,0,1,4,3,1,4,1,3,0,5,3,3,0,0,21,80.13003629377334,21.000001,Occasionnel,Très bas,Très bas,Très bas,Très bas,Haut,Haut,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Oui,0
1582,38,9924,0,10,9,8,3,3,3,2,2,4,3,1,3,14,3,7,7,11,1.2653867795490177,1.375000125,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
1583,38,4198,2,8,3,2,2,3,3,2,2,2,4,0,5,16,3,1,2,12,12.5139035638515,6.0000005,Occasionnel,Bas,Très bas,Très bas,Très bas,Moyen,Bas,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1585,36,6815,6,15,1,0,2,3,3,2,3,1,3,0,5,1,4,0,0,13,57.37568685882352,13.000001,Occasionnel,Haut,Bas,Haut,Haut,Haut,Moyen,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,F,Non,Oui,0
1586,29,4723,1,10,10,9,2,3,3,1,1,4,3,0,3,3,1,1,5,18,6.922154984187352,9.0000005,Occasionnel,Bas,Très bas,Moyen,Haut,Bas,Moyen,Célibataire,Transformation Digitale,Consultant_Consulting,M,Oui,Non,0
1587,35,6142,3,10,5,2,1,3,3,2,3,3,3,0,4,10,4,0,4,16,23.261517456948557,16.000001,Occasionnel,Haut,Bas,Bas,Haut,Haut,Haut,Célibataire,Transformation Digitale,Manager_Consulting,F,Oui,Non,0
1588,39,8237,2,11,7,6,4,3,4,3,3,1,3,1,3,6,3,7,6,11,1.5497132912729557,1.375000125,Occasionnel,Haut,Bas,Haut,Haut,Très bas,Très bas,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Non,0
1590,29,8853,1,6,6,4,1,3,3,2,4,4,4,1,0,2,1,1,3,19,12.334562624369589,9.5000005,Frequent,Moyen,Bas,Haut,Haut,Moyen,Moyen,Divorcé(e),Infra & Cloud,Manager_Consulting,M,Non,Non,0
1591,50,19331,4,27,1,0,3,3,3,5,3,3,3,1,2,9,3,0,0,16,78.95614119847832,16.000001,Occasionnel,Moyen,Haut,Moyen,Moyen,Haut,Haut,Marié(e),Marketing,Senior Manager_Commercial,M,Oui,Oui,0
1592,23,2073,2,4,2,2,4,3,4,1,3,4,3,1,2,10,3,2,2,16,13.577306428651774,5.333333666666667,Occasionnel,Très bas,Très bas,Très bas,Très bas,Moyen,Bas,Marié(e),Entrepreunariat,Assistant de Direction_Consulting,M,Non,Non,0
1594,36,5562,3,9,3,2,1,3,4,2,1,4,3,1,3,6,4,0,2,13,28.027653788717906,13.000001,Frequent,Haut,Très bas,Moyen,Moyen,Haut,Moyen,Marié(e),Infra & Cloud,Consultant_Consulting,M,Oui,Non,0
1595,42,19613,8,24,1,0,4,4,2,5,4,4,3,0,2,9,2,0,1,22,108.72399257747436,22.000001,Occasionnel,Moyen,Haut,Moyen,Moyen,Haut,Haut,Célibataire,Autre,Senior Manager_Consulting,M,Non,Non,0
1596,35,3407,1,10,10,9,2,3,4,2,3,4,2,2,3,28,3,6,8,17,1.795791989987239,2.4285715714285714,Occasionnel,Bas,Très bas,Haut,Bas,Très bas,Très bas,Marié(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1597,34,5063,1,8,8,2,4,3,2,2,3,2,2,1,3,10,4,7,7,14,1.6585941114367797,1.750000125,Frequent,Haut,Très bas,Très bas,Très bas,Très bas,Très bas,Marié(e),Entrepreunariat,Manager_Consulting,M,Non,Non,0
1598,40,4639,1,5,5,4,4,3,3,2,1,3,3,1,2,14,2,1,2,15,10.553087760064512,7.5000005,Occasionnel,Bas,Très bas,Très bas,Très bas,Bas,Bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1599,43,4876,5,8,6,4,4,3,4,1,2,3,3,1,0,27,3,0,2,12,14.558205022972311,12.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Moyen,Moyen,Divorcé(e),Entrepreunariat,Consultant_Consulting,M,Non,Non,0
1601,35,2690,1,1,1,0,3,3,2,1,4,4,2,1,5,7,2,0,1,18,71.07901730537624,18.000001,Occasionnel,Très bas,Très bas,Bas,Haut,Haut,Haut,Marié(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1602,46,17567,1,27,26,0,4,3,4,4,1,2,1,0,5,1,4,0,12,15,5.429908331054563,15.000001,Occasionnel,Moyen,Haut,Haut,Bas,Bas,Haut,Célibataire,Infra & Cloud,Senior Manager_Commercial,M,Non,Non,0
1604,28,2408,1,1,1,1,3,3,3,1,2,3,3,3,3,24,3,0,0,17,66.18922341570992,17.000001,Occasionnel,Très bas,Très bas,Bas,Bas,Haut,Haut,Marié(e),Transformation Digitale,Consultant_Consulting,M,Oui,Oui,1
1605,22,2814,1,4,4,2,2,3,2,1,3,2,2,0,2,26,2,1,3,14,11.119805351075062,7.0000005,Aucun,Très bas,Très bas,Bas,Bas,Bas,Bas,Marié(e),Autre,Assistant de Direction_Consulting,F,Oui,Non,0
1606,50,11245,2,32,30,8,2,3,3,4,3,3,3,1,3,20,5,12,13,15,0.3471874098276675,1.1538462307692308,Frequent,Moyen,Moyen,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Manager_Consulting,M,Oui,Non,0
1607,32,3312,3,6,3,2,2,3,4,1,4,4,3,2,3,5,4,0,2,17,34.44884198617691,17.000001,Occasionnel,Bas,Très bas,Haut,Haut,Haut,Haut,Marié(e),Autre,Assistant de Direction_Consulting,F,Non,Non,0
1608,44,19049,0,23,22,7,2,3,3,5,4,4,2,1,4,7,3,1,10,14,2.9992939822302223,7.0000005,Occasionnel,Moyen,Haut,Moyen,Haut,Très bas,Bas,Divorcé(e),Transformation Digitale,Directeur Technique_Consulting,F,Oui,Non,0
1609,30,2141,1,6,6,4,2,3,2,1,2,2,2,1,3,7,3,1,1,12,6.573853620113398,6.0000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,M,Non,Non,0
1611,45,5769,1,10,10,7,3,3,1,2,1,1,3,0,3,5,5,1,4,14,5.5111814406117,7.0000005,Occasionnel,Haut,Bas,Moyen,Moyen,Bas,Bas,Célibataire,Transformation Digitale,Consultant_Consulting,F,Oui,Non,0
1612,45,4385,1,10,10,7,1,3,2,2,1,1,3,1,2,26,3,4,5,15,2.28713822401528,3.0000001999999997,Aucun,Bas,Très bas,Très bas,Très bas,Très bas,Très bas,Marié(e),Marketing,Cadre Commercial_Commercial,M,Non,Non,0
1613,31,5332,7,10,5,2,4,3,3,2,1,4,3,0,3,2,4,0,3,13,18.59361805324617,13.000001,Frequent,Haut,Très bas,Bas,Bas,Moyen,Moyen,Célibataire,Autre,Cadre Commercial_Commercial,M,Non,Non,0
1614,36,4663,9,7,3,2,3,3,3,2,3,2,3,2,2,12,4,1,1,12,12.67144414799908,6.0000005,Occasionnel,Bas,Très bas,Très bas,Bas,Moyen,Bas,Marié(e),Infra & Cloud,Tech Lead_Consulting,F,Oui,Non,0
1615,34,4724,1,9,9,7,3,3,4,2,4,1,3,1,3,10,4,7,2,13,1.3748513172460601,1.625000125,Frequent,Bas,Très bas,Très bas,Très bas,Très bas,Très bas,Divorcé(e),Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1617,49,3211,1,10,9,6,3,3,3,1,1,4,2,1,3,25,4,1,4,14,5.652254756279111,7.0000005,Occasionnel,Bas,Très bas,Haut,Moyen,Bas,Bas,Marié(e),Infra & Cloud,Consultant_Consulting,F,Non,Non,0
1618,39,5377,2,10,7,7,2,3,3,2,1,4,3,3,3,10,5,7,7,13,1.7448584760757244,1.625000125,Occasionnel,Haut,Très bas,Bas,Bas,Très bas,Très bas,Marié(e),Transformation Digitale,Tech Lead_Consulting,M,Non,Non,0
1619,27,4066,1,7,7,7,4,3,2,1,1,1,3,2,3,19,3,0,7,11,11.427159784455046,11.000001,Occasionnel,Bas,Très bas,Moyen,Haut,Bas,Moyen,Divorcé(e),Autre,Consultant_Consulting,M,Non,Non,0
1621,35,5208,1,16,16,15,2,3,4,2,1,4,3,0,2,18,5,1,10,11,2.7688112798041264,5.5000005,Occasionnel,Haut,Très bas,Moyen,Haut,Très bas,Bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
1622,28,4877,0,6,5,3,2,4,1,2,1,2,2,1,5,27,3,0,0,21,29.72371844113063,21.000001,Occasionnel,Bas,Très bas,Très bas,Bas,Haut,Haut,Divorcé(e),Transformation Digitale,Tech Lead_Consulting,F,Non,Oui,0
1623,21,3117,1,3,2,2,3,3,3,1,4,3,3,0,2,5,1,2,2,18,16.08989499311845,6.000000333333333,Occasionnel,Bas,Très bas,Haut,Haut,Moyen,Bas,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,M,Non,Non,0
1624,18,1569,1,0,0,0,2,3,3,1,4,3,4,0,2,3,2,0,0,12,88.30597813893914,12.000001,Frequent,Très bas,Très bas,Très bas,Très bas,Haut,Moyen,Célibataire,Transformation Digitale,Représentant Commercial_Commercial,F,Oui,Oui,1
1625,47,19658,3,27,5,2,4,3,3,5,3,3,3,1,2,26,4,1,0,11,9.062433807589516,5.5000005,Occasionnel,Moyen,Haut,Moyen,Moyen,Bas,Bas,Marié(e),Infra & Cloud,Senior Manager_Ressources Humaines,F,Non,Oui,0
1627,39,3069,0,11,10,8,3,3,2,2,3,4,3,1,3,3,2,0,7,15,10.949227330741044,15.000001,Occasionnel,Bas,Très bas,Haut,Très bas,Bas,Haut,Divorcé(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
1628,40,10435,1,18,18,15,1,3,2,3,3,4,3,2,2,15,3,14,12,13,0.4220674584363252,0.8666667333333333,Occasionnel,Moyen,Bas,Moyen,Haut,Très bas,Très bas,Marié(e),Infra & Cloud,Tech Lead_Consulting,F,Non,Non,0
1630,35,4148,1,15,14,11,3,3,3,2,3,4,3,1,5,8,4,2,9,12,2.2214995505470454,4.000000333333333,Aucun,Bas,Très bas,Très bas,Très bas,Très bas,Très bas,Marié(e),Infra & Cloud,Manager_Consulting,F,Non,Non,0
1631,37,5768,3,9,4,3,3,3,3,2,3,1,2,3,2,19,3,0,2,17,29.444865448524233,17.000001,Occasionnel,Haut,Bas,Bas,Haut,Haut,Haut,Marié(e),Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1633,39,5042,0,10,9,2,1,3,3,2,3,4,1,0,2,4,3,3,8,13,2.7708710503188465,3.25000025,Frequent,Haut,Très bas,Très bas,Haut,Très bas,Très bas,Célibataire,Transformation Digitale,Tech Lead_Consulting,F,Non,Non,0
1635,45,5770,1,10,10,7,4,3,2,2,4,1,3,2,3,2,2,3,9,19,3.739805025002478,4.75000025,Occasionnel,Haut,Bas,Bas,Bas,Bas,Bas,Divorcé(e),Autre,Tech Lead_Consulting,F,Non,Non,0
1638,38,7756,3,10,5,4,4,3,2,3,3,4,4,1,6,2,2,0,2,19,28.36177947094625,19.000001,Occasionnel,Haut,Bas,Haut,Haut,Haut,Haut,Marié(e),Transformation Digitale,Tech Lead_Consulting,F,Oui,Non,0
1639,35,10306,9,15,13,12,4,3,2,3,1,3,3,0,3,10,3,6,0,17,1.602957598736776,2.4285715714285714,Occasionnel,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Oui,1
1640,37,3936,1,8,8,4,2,3,3,1,2,1,1,1,2,10,3,7,7,11,1.2647211872021582,1.375000125,Occasionnel,Bas,Très bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,0
1641,40,7945,6,18,4,2,3,3,3,3,4,4,2,0,2,16,3,3,3,15,6.735318401302105,3.75000025,Occasionnel,Haut,Bas,Haut,Haut,Bas,Très bas,Célibataire,Infra & Cloud,Tech Lead_Consulting,F,Oui,Non,0
1642,44,5743,4,14,10,7,1,3,3,2,4,3,3,0,3,1,5,0,2,11,8.65591189762907,11.000001,Frequent,Haut,Très bas,Haut,Haut,Bas,Moyen,Marié(e),Ressources Humaines,Ressources Humaines_Ressources Humaines,M,Oui,Non,0
1644,48,15202,2,23,2,2,3,4,2,4,4,2,3,1,3,4,5,2,2,25,26.747912335974327,8.333333666666666,Frequent,Moyen,Moyen,Très bas,Bas,Haut,Moyen,Marié(e),Transformation Digitale,Senior Manager_Consulting,M,Non,Non,0
1645,35,5440,6,7,2,2,1,3,1,2,4,4,2,2,2,15,2,2,2,14,13.380451405835675,4.6666669999999995,Occasionnel,Haut,Très bas,Bas,Bas,Moyen,Bas,Divorcé(e),Transformation Digitale,Cadre Commercial_Commercial,M,Oui,Non,1
1646,24,3760,1,6,6,3,1,3,3,1,4,3,3,0,2,2,1,1,3,13,7.644409306611037,6.5000005,Frequent,Bas,Très bas,Haut,Haut,Bas,Bas,Célibataire,Entrepreunariat,Assistant de Direction_Consulting,F,Oui,Non,0
1647,27,3517,7,5,3,2,2,3,4,1,3,1,3,0,0,8,3,0,2,17,34.70400572392638,17.000001,Occasionnel,Bas,Très bas,Haut,Haut,Haut,Haut,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,0
1648,27,2580,2,6,4,2,4,3,3,1,4,3,2,0,0,2,3,1,2,13,10.21271264522742,6.5000005,Frequent,Très bas,Très bas,Bas,Bas,Bas,Bas,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,M,Non,Non,0
1649,40,2166,3,10,4,2,1,3,3,1,1,2,1,0,3,7,3,0,3,14,21.507078740521607,14.000001,Occasionnel,Très bas,Très bas,Très bas,Très bas,Moyen,Haut,Célibataire,Infra & Cloud,Consultant_Consulting,M,Oui,Non,1
1650,29,5869,9,8,5,2,3,3,2,2,3,3,3,0,2,10,3,1,4,11,7.954476476554455,5.5000005,Occasionnel,Haut,Bas,Bas,Haut,Bas,Bas,Célibataire,Transformation Digitale,Cadre Commercial_Commercial,M,Non,Non,0
1651,36,8008,4,9,3,2,2,3,3,3,1,3,3,2,6,5,4,0,2,12,26.964965812051343,12.000001,Occasionnel,Haut,Bas,Haut,Moyen,Haut,Moyen,Marié(e),Infra & Cloud,Manager_Consulting,F,Non,Non,0
1653,25,5206,1,7,7,7,4,3,4,2,3,3,3,2,6,2,1,0,7,17,18.185239270191055,17.000001,Frequent,Haut,Très bas,Bas,Très bas,Moyen,Haut,Divorcé(e),Infra & Cloud,Tech Lead_Consulting,M,Non,Non,0
1654,39,5295,4,7,5,4,4,4,3,2,2,3,3,0,3,12,3,1,0,21,15.005738135388402,10.5000005,Occasionnel,Haut,Très bas,Bas,Bas,Moyen,Moyen,Marié(e),Transformation Digitale,Tech Lead_Consulting,M,Non,Oui,0
1655,49,16413,3,27,4,2,1,3,3,4,2,2,3,2,2,22,4,1,2,16,15.529424823692445,8.0000005,Occasionnel,Moyen,Haut,Bas,Bas,Moyen,Moyen,Marié(e),Autre,Directeur Technique_Consulting,F,Non,Non,0
1656,50,13269,5,19,14,11,4,3,2,3,1,3,3,3,3,17,5,1,11,15,4.7466308801051635,7.5000005,Occasionnel,Moyen,Moyen,Très bas,Très bas,Bas,Bas,Divorcé(e),Infra & Cloud,Directeur Technique_Consulting,F,Non,Non,0
1657,20,2783,1,2,2,2,3,3,3,1,3,1,3,0,3,2,3,2,2,19,16.744582704363992,6.333333666666667,Occasionnel,Très bas,Très bas,Haut,Haut,Moyen,Bas,Célibataire,Transformation Digitale,Représentant Commercial_Commercial,F,Non,Non,0
1658,34,5433,1,11,11,8,4,3,3,2,2,3,3,1,2,3,3,7,9,12,1.075053938336107,1.500000125,Occasionnel,Haut,Très bas,Moyen,Moyen,Très bas,Très bas,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
1659,36,2013,2,15,4,3,1,3,3,1,2,3,3,0,4,7,3,1,3,11,8.368666641394165,5.5000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Célibataire,Infra & Cloud,Consultant_Consulting,M,Non,Non,0
1661,49,13966,2,30,15,11,3,3,2,4,3,2,3,1,3,6,1,2,12,19,3.7780127193179656,6.333333666666667,Occasionnel,Moyen,Moyen,Moyen,Moyen,Bas,Bas,Marié(e),Infra & Cloud,Manager_Consulting,F,Oui,Non,0
1662,36,4374,0,4,3,2,4,3,2,2,3,3,3,0,6,1,4,1,2,15,15.71936692069219,7.5000005,Aucun,Bas,Très bas,Très bas,Très bas,Moyen,Bas,Marié(e),Transformation Digitale,Tech Lead_Consulting,F,Non,Non,0
1664,36,6842,6,13,5,4,4,4,4,2,1,1,3,1,3,3,2,0,4,20,29.436606508338578,20.000001,Occasionnel,Haut,Bas,Haut,Bas,Haut,Haut,Divorcé(e),Infra & Cloud,Manager_Consulting,M,Non,Non,0
1665,54,17426,3,36,10,8,2,4,3,4,3,3,3,1,6,22,5,4,7,25,4.4389892714962205,5.000000200000001,Occasionnel,Moyen,Haut,Bas,Bas,Bas,Bas,Marié(e),Transformation Digitale,Senior Manager_Consulting,F,Non,Non,0
1666,43,17603,1,14,14,10,3,4,2,4,3,1,3,1,3,15,2,6,11,24,2.234487276630714,3.4285715714285714,Occasionnel,Moyen,Haut,Haut,Haut,Très bas,Très bas,Marié(e),Infra & Cloud,Directeur Technique_Consulting,M,Non,Non,0
1667,35,4581,3,13,11,9,4,4,3,2,4,1,4,0,2,12,4,6,7,24,2.408540346931112,3.4285715714285714,Frequent,Bas,Très bas,Très bas,Très bas,Très bas,Très bas,Célibataire,Autre,Cadre Commercial_Commercial,M,Oui,Non,1
1668,38,4735,7,19,13,11,4,3,3,2,4,4,4,2,4,1,3,2,9,15,3.0224816931287095,5.000000333333333,Frequent,Bas,Très bas,Moyen,Haut,Très bas,Bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
1669,29,4187,1,10,10,0,1,3,2,2,2,2,2,1,3,5,3,0,9,13,9.856339070532194,13.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Bas,Moyen,Divorcé(e),Transformation Digitale,Cadre Commercial_Commercial,M,Oui,Non,0
1670,33,5505,1,6,6,2,4,3,3,2,4,3,3,2,5,2,4,0,4,14,17.227188601918485,14.000001,Occasionnel,Haut,Très bas,Bas,Bas,Moyen,Haut,Divorcé(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Non,0
1671,32,5470,0,10,9,5,4,3,3,2,2,3,2,2,4,2,3,1,6,13,5.594691281502322,6.5000005,Occasionnel,Haut,Très bas,Moyen,Moyen,Bas,Bas,Divorcé(e),Transformation Digitale,Assistant de Direction_Consulting,M,Non,Non,0
1673,31,5476,1,10,10,0,1,3,3,2,4,1,3,2,2,5,4,0,2,11,8.608313567357612,11.000001,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Moyen,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
1674,49,2587,4,17,2,2,4,3,3,1,1,2,2,1,2,16,3,2,2,16,13.970917594285925,5.333333666666667,Occasionnel,Très bas,Très bas,Bas,Bas,Moyen,Bas,Divorcé(e),Transformation Digitale,Consultant_Consulting,F,Oui,Non,0
1675,38,2440,1,4,4,3,4,4,2,1,2,2,3,0,3,2,3,3,3,22,8.58017976744041,5.50000025,Frequent,Très bas,Très bas,Bas,Bas,Bas,Bas,Célibataire,Transformation Digitale,Consultant_Consulting,F,Non,Non,0
1676,47,15972,6,29,3,2,2,3,4,4,2,3,3,3,2,2,4,1,2,14,16.93764759246431,7.0000005,Occasionnel,Moyen,Haut,Très bas,Très bas,Moyen,Bas,Divorcé(e),Infra & Cloud,Senior Manager_Commercial,F,Non,Non,0
1677,49,15379,4,23,8,7,3,3,3,4,3,1,3,0,2,1,3,0,0,14,14.996837227073126,14.000001,Occasionnel,Moyen,Haut,Très bas,Bas,Moyen,Haut,Célibataire,Infra & Cloud,Senior Manager_Consulting,M,Non,Oui,0
1678,41,7082,3,21,2,0,4,3,3,3,3,4,3,0,2,23,2,0,2,16,47.28241802583693,16.000001,Occasionnel,Haut,Bas,Haut,Haut,Haut,Haut,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,M,Oui,Non,0
1680,20,2728,1,2,2,2,4,3,3,1,1,1,3,0,3,9,1,0,2,11,29.009534546494077,11.000001,Occasionnel,Très bas,Très bas,Haut,Haut,Haut,Moyen,Célibataire,Infra & Cloud,Représentant Commercial_Commercial,M,Non,Non,0
1681,33,5368,1,7,6,5,3,4,3,2,4,3,3,1,2,16,3,1,2,25,15.336423739211515,12.5000005,Aucun,Haut,Très bas,Bas,Bas,Moyen,Moyen,Divorcé(e),Infra & Cloud,Cadre Commercial_Commercial,F,Oui,Non,0
1682,36,5347,6,10,3,2,1,3,3,2,3,2,2,2,2,26,4,0,2,14,30.045674929895902,14.000001,Occasionnel,Haut,Très bas,Très bas,Bas,Haut,Haut,Marié(e),Infra & Cloud,Manager_Consulting,M,Non,Non,0
1683,44,3195,4,8,2,2,3,3,3,1,4,1,3,3,2,1,3,2,2,18,16.1393115104007,6.000000333333333,Occasionnel,Bas,Très bas,Haut,Haut,Moyen,Bas,Divorcé(e),Infra & Cloud,Ressources Humaines_Ressources Humaines,F,Oui,Non,0
1684,23,3989,1,5,5,4,4,3,2,1,3,1,3,0,2,8,1,1,2,11,7.600584991689125,5.5000005,Occasionnel,Bas,Très bas,Moyen,Haut,Bas,Bas,Célibataire,Transformation Digitale,Consultant_Consulting,M,Oui,Non,1
1687,38,3306,7,7,0,0,4,3,3,1,3,4,2,1,5,4,2,0,0,19,153.9721456504508,19.000001,Occasionnel,Bas,Très bas,Haut,Moyen,Haut,Haut,Marié(e),Transformation Digitale,Consultant_Consulting,F,Non,Oui,0
1689,53,7005,3,11,4,3,2,3,4,3,4,3,3,0,2,24,4,1,2,15,13.281784191088368,7.5000005,Occasionnel,Haut,Bas,Haut,Haut,Moyen,Bas,Marié(e),Transformation Digitale,Manager_Consulting,M,Non,Non,0
1691,48,2655,2,19,9,7,4,3,3,1,3,3,3,2,3,7,2,7,7,11,1.0841293687642009,1.375000125,Frequent,Très bas,Très bas,Haut,Haut,Très bas,Très bas,Marié(e),Transformation Digitale,Représentant Commercial_Commercial,F,Oui,Non,1
